"","Area.name","Area.code","Area.type","Specimen.date","Daily.lab.confirmed.cases","Cumulative.lab.confirmed.cases"
"6553","Tower Hamlets","E09000030","Upper tier local authority","2020-03-05",1,3
"6554","Stockport","E08000007","Upper tier local authority","2020-03-05",1,2
"6555","Staffordshire","E10000028","Upper tier local authority","2020-03-05",1,4
"6556","Southwark","E09000028","Upper tier local authority","2020-03-05",1,6
"6557","Sheffield","E08000019","Upper tier local authority","2020-03-05",2,6
"6558","Oldham","E08000004","Upper tier local authority","2020-03-05",1,2
"6559","Nottingham","E06000018","Upper tier local authority","2020-03-05",1,2
"6560","Northamptonshire","E10000021","Upper tier local authority","2020-03-05",1,3
"6561","North Tyneside","E08000022","Upper tier local authority","2020-03-05",1,1
"6562","Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-05",1,3
"6563","Manchester","E08000003","Upper tier local authority","2020-03-05",2,4
"6564","Leicestershire","E10000018","Upper tier local authority","2020-03-05",1,3
"6565","Lancashire","E10000017","Upper tier local authority","2020-03-05",2,4
"6566","Kent","E10000016","Upper tier local authority","2020-03-05",2,5
"6567","Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-05",6,16
"6568","Hillingdon","E09000017","Upper tier local authority","2020-03-05",2,4
"6569","Hampshire","E10000014","Upper tier local authority","2020-03-05",1,3
"6570","Ealing","E09000009","Upper tier local authority","2020-03-05",1,6
"6571","Devon","E10000008","Upper tier local authority","2020-03-05",1,15
"6572","Cumbria","E10000006","Upper tier local authority","2020-03-05",2,4
"6573","Coventry","E08000026","Upper tier local authority","2020-03-05",1,1
"6574","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-05",1,3
"6575","Cambridgeshire","E10000003","Upper tier local authority","2020-03-05",1,2
"6576","Bournemouth, Christchurch and Poole","E06000058","Upper tier local authority","2020-03-05",2,2
"6577","Bolton","E08000001","Upper tier local authority","2020-03-05",1,2
"6578","Birmingham","E08000025","Upper tier local authority","2020-03-05",1,3
"6579","Barnet","E09000003","Upper tier local authority","2020-03-05",1,8
"6580","Yorkshire and The Humber","E12000003","Region","2020-03-05",2,18
"6581","West Midlands","E12000005","Region","2020-03-05",6,18
"6582","South West","E12000009","Region","2020-03-05",4,33
"6583","South East","E12000008","Region","2020-03-05",4,35
"6584","North West","E12000002","Region","2020-03-05",10,34
"6585","North East","E12000001","Region","2020-03-05",2,4
"6586","London","E12000007","Region","2020-03-05",14,74
"6587","East of England","E12000006","Region","2020-03-05",1,20
"6588","East Midlands","E12000004","Region","2020-03-05",3,19
"6589","England","E92000001","Nation","2020-03-05",47,268
"6590","Wiltshire","E06000054","Upper tier local authority","2020-03-04",1,4
"6591","Westminster","E09000033","Upper tier local authority","2020-03-04",1,3
"6592","Warwickshire","E10000031","Upper tier local authority","2020-03-04",2,5
"6593","Trafford","E08000009","Upper tier local authority","2020-03-04",1,4
"6594","Tower Hamlets","E09000030","Upper tier local authority","2020-03-04",2,2
"6595","Sutton","E09000029","Upper tier local authority","2020-03-04",1,1
"6596","Staffordshire","E10000028","Upper tier local authority","2020-03-04",1,3
"6597","Southwark","E09000028","Upper tier local authority","2020-03-04",1,5
"6598","Southend-on-Sea","E06000033","Upper tier local authority","2020-03-04",1,1
"6599","Southampton","E06000045","Upper tier local authority","2020-03-04",1,1
"6600","Sheffield","E08000019","Upper tier local authority","2020-03-04",1,4
"6601","Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-04",1,2
"6602","Medway","E06000035","Upper tier local authority","2020-03-04",2,3
"6603","Manchester","E08000003","Upper tier local authority","2020-03-04",1,2
"6604","Luton","E06000032","Upper tier local authority","2020-03-04",2,2
"6605","Lewisham","E09000023","Upper tier local authority","2020-03-04",1,2
"6606","Leeds","E08000035","Upper tier local authority","2020-03-04",1,3
"6607","Lambeth","E09000022","Upper tier local authority","2020-03-04",1,2
"6608","Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-04",4,10
"6609","Isle of Wight","E06000046","Upper tier local authority","2020-03-04",1,1
"6610","Hillingdon","E09000017","Upper tier local authority","2020-03-04",1,2
"6611","Hertfordshire","E10000015","Upper tier local authority","2020-03-04",2,11
"6612","Hampshire","E10000014","Upper tier local authority","2020-03-04",1,2
"6613","Hammersmith and Fulham","E09000013","Upper tier local authority","2020-03-04",1,1
"6614","Gloucestershire","E10000013","Upper tier local authority","2020-03-04",1,3
"6615","Essex","E10000012","Upper tier local authority","2020-03-04",2,4
"6616","Ealing","E09000009","Upper tier local authority","2020-03-04",1,5
"6617","Devon","E10000008","Upper tier local authority","2020-03-04",3,14
"6618","Derbyshire","E10000007","Upper tier local authority","2020-03-04",2,6
"6619","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-04",1,2
"6620","Buckinghamshire","E10000002","Upper tier local authority","2020-03-04",1,2
"6621","Brighton and Hove","E06000043","Upper tier local authority","2020-03-04",1,3
"6622","Barnet","E09000003","Upper tier local authority","2020-03-04",4,7
"6623","Yorkshire and The Humber","E12000003","Region","2020-03-04",2,16
"6624","West Midlands","E12000005","Region","2020-03-04",3,12
"6625","South West","E12000009","Region","2020-03-04",6,29
"6626","South East","E12000008","Region","2020-03-04",7,31
"6627","North West","E12000002","Region","2020-03-04",2,24
"6628","North East","E12000001","Region","2020-03-04",1,2
"6629","London","E12000007","Region","2020-03-04",18,60
"6630","East of England","E12000006","Region","2020-03-04",7,19
"6631","East Midlands","E12000004","Region","2020-03-04",2,16
"6632","England","E92000001","Nation","2020-03-04",49,221
"6633","Wokingham","E06000041","Upper tier local authority","2020-03-03",1,2
"6634","Wiltshire","E06000054","Upper tier local authority","2020-03-03",2,3
"6635","Wigan","E08000010","Upper tier local authority","2020-03-03",2,3
"6636","Westminster","E09000033","Upper tier local authority","2020-03-03",1,2
"6637","Wandsworth","E09000032","Upper tier local authority","2020-03-03",1,3
"6638","Swindon","E06000030","Upper tier local authority","2020-03-03",1,1
"6639","Surrey","E10000030","Upper tier local authority","2020-03-03",2,4
"6640","Staffordshire","E10000028","Upper tier local authority","2020-03-03",1,2
"6641","Sheffield","E08000019","Upper tier local authority","2020-03-03",1,3
"6642","Oxfordshire","E10000025","Upper tier local authority","2020-03-03",3,4
"6643","Nottinghamshire","E10000024","Upper tier local authority","2020-03-03",3,4
"6644","Northamptonshire","E10000021","Upper tier local authority","2020-03-03",1,2
"6645","North Yorkshire","E10000023","Upper tier local authority","2020-03-03",1,1
"6646","Milton Keynes","E06000042","Upper tier local authority","2020-03-03",1,2
"6647","Manchester","E08000003","Upper tier local authority","2020-03-03",1,1
"6648","Liverpool","E08000012","Upper tier local authority","2020-03-03",2,3
"6649","Lincolnshire","E10000019","Upper tier local authority","2020-03-03",1,1
"6650","Lambeth","E09000022","Upper tier local authority","2020-03-03",1,1
"6651","Kent","E10000016","Upper tier local authority","2020-03-03",1,3
"6652","Hounslow","E09000018","Upper tier local authority","2020-03-03",1,4
"6653","Hertfordshire","E10000015","Upper tier local authority","2020-03-03",5,9
"6654","Harrow","E09000015","Upper tier local authority","2020-03-03",1,1
"6655","Essex","E10000012","Upper tier local authority","2020-03-03",1,2
"6656","Ealing","E09000009","Upper tier local authority","2020-03-03",1,4
"6657","Devon","E10000008","Upper tier local authority","2020-03-03",6,11
"6658","Derbyshire","E10000007","Upper tier local authority","2020-03-03",1,4
"6659","Cumbria","E10000006","Upper tier local authority","2020-03-03",2,2
"6660","Cambridgeshire","E10000003","Upper tier local authority","2020-03-03",1,1
"6661","Bristol, City of","E06000023","Upper tier local authority","2020-03-03",1,1
"6662","Bracknell Forest","E06000036","Upper tier local authority","2020-03-03",1,1
"6663","Barnsley","E08000016","Upper tier local authority","2020-03-03",1,3
"6664","Yorkshire and The Humber","E12000003","Region","2020-03-03",3,14
"6665","West Midlands","E12000005","Region","2020-03-03",1,9
"6666","South West","E12000009","Region","2020-03-03",10,23
"6667","South East","E12000008","Region","2020-03-03",9,24
"6668","North West","E12000002","Region","2020-03-03",7,22
"6669","London","E12000007","Region","2020-03-03",6,42
"6670","East of England","E12000006","Region","2020-03-03",7,12
"6671","East Midlands","E12000004","Region","2020-03-03",6,14
"6672","England","E92000001","Nation","2020-03-03",51,172
"6673","York","E06000014","Upper tier local authority","2020-03-02",1,2
"6674","Warwickshire","E10000031","Upper tier local authority","2020-03-02",2,3
"6675","Wandsworth","E09000032","Upper tier local authority","2020-03-02",1,2
"6676","Trafford","E08000009","Upper tier local authority","2020-03-02",3,3
"6677","Torbay","E06000027","Upper tier local authority","2020-03-02",4,4
"6678","Staffordshire","E10000028","Upper tier local authority","2020-03-02",1,1
"6679","Southwark","E09000028","Upper tier local authority","2020-03-02",1,4
"6680","Rotherham","E08000018","Upper tier local authority","2020-03-02",1,1
"6681","Redbridge","E09000026","Upper tier local authority","2020-03-02",1,2
"6682","Oxfordshire","E10000025","Upper tier local authority","2020-03-02",1,1
"6683","Oldham","E08000004","Upper tier local authority","2020-03-02",1,1
"6684","Newcastle upon Tyne","E08000021","Upper tier local authority","2020-03-02",1,1
"6685","Liverpool","E08000012","Upper tier local authority","2020-03-02",1,1
"6686","Kensington and Chelsea","E09000020","Upper tier local authority","2020-03-02",4,6
"6687","Hounslow","E09000018","Upper tier local authority","2020-03-02",1,3
"6688","Hillingdon","E09000017","Upper tier local authority","2020-03-02",1,1
"6689","Ealing","E09000009","Upper tier local authority","2020-03-02",1,3
"6690","Devon","E10000008","Upper tier local authority","2020-03-02",3,5
"6691","Derbyshire","E10000007","Upper tier local authority","2020-03-02",2,3
"6692","Cornwall and Isles of Scilly","E06000052","Upper tier local authority","2020-03-02",1,1
"6693","Cheshire West and Chester","E06000050","Upper tier local authority","2020-03-02",1,1
"6694","Camden","E09000007","Upper tier local authority","2020-03-02",2,2
"6695","Birmingham","E08000025","Upper tier local authority","2020-03-02",1,2
"6696","Barnsley","E08000016","Upper tier local authority","2020-03-02",1,2
"6697","Yorkshire and The Humber","E12000003","Region","2020-03-02",3,11
"6698","West Midlands","E12000005","Region","2020-03-02",4,8
"6699","South West","E12000009","Region","2020-03-02",8,13
"6700","South East","E12000008","Region","2020-03-02",1,15
"6701","North West","E12000002","Region","2020-03-02",6,15
"6702","North East","E12000001","Region","2020-03-02",1,1
"6703","London","E12000007","Region","2020-03-02",12,36
"6704","East Midlands","E12000004","Region","2020-03-02",2,8
"6705","England","E92000001","Nation","2020-03-02",39,121
"6706","Wirral","E08000015","Upper tier local authority","2020-03-01",1,1
"6707","Wiltshire","E06000054","Upper tier local authority","2020-03-01",1,1
"6708","Westminster","E09000033","Upper tier local authority","2020-03-01",1,1
"6709","West Sussex","E10000032","Upper tier local authority","2020-03-01",2,3
"6710","Wandsworth","E09000032","Upper tier local authority","2020-03-01",1,1
"6711","Walsall","E08000030","Upper tier local authority","2020-03-01",1,1
"6712","Stockport","E08000007","Upper tier local authority","2020-03-01",1,1
"6713","Sheffield","E08000019","Upper tier local authority","2020-03-01",1,2
"6714","Merton","E09000024","Upper tier local authority","2020-03-01",1,1
"6715","Leicestershire","E10000018","Upper tier local authority","2020-03-01",1,2
"6716","Leeds","E08000035","Upper tier local authority","2020-03-01",1,2
"6717","Lancashire","E10000017","Upper tier local authority","2020-03-01",2,2
"6718","Kingston upon Hull, City of","E06000010","Upper tier local authority","2020-03-01",1,1
"6719","Hounslow","E09000018","Upper tier local authority","2020-03-01",1,2
"6720","Hertfordshire","E10000015","Upper tier local authority","2020-03-01",3,4
"6721","Gloucestershire","E10000013","Upper tier local authority","2020-03-01",1,2
"6722","Ealing","E09000009","Upper tier local authority","2020-03-01",1,2
"6723","Bury","E08000002","Upper tier local authority","2020-03-01",3,3
"6724","Buckinghamshire","E10000002","Upper tier local authority","2020-03-01",1,1
"6725","Bromley","E09000006","Upper tier local authority","2020-03-01",1,1
"6726","Bradford","E08000032","Upper tier local authority","2020-03-01",1,1
"6727","Bolton","E08000001","Upper tier local authority","2020-03-01",1,1
"6728","Birmingham","E08000025","Upper tier local authority","2020-03-01",1,1
"6729","Barnet","E09000003","Upper tier local authority","2020-03-01",1,3
"6730","Barking and Dagenham","E09000002","Upper tier local authority","2020-03-01",1,1
"6731","Yorkshire and The Humber","E12000003","Region","2020-03-01",4,8
"6732","West Midlands","E12000005","Region","2020-03-01",2,4
"6733","South West","E12000009","Region","2020-03-01",2,5
"6734","South East","E12000008","Region","2020-03-01",3,14
"6735","North West","E12000002","Region","2020-03-01",8,9
"6736","London","E12000007","Region","2020-03-01",8,24
"6737","East of England","E12000006","Region","2020-03-01",3,5
"6738","East Midlands","E12000004","Region","2020-03-01",1,6
"6739","England","E92000001","Nation","2020-03-01",31,82
"6740","Sheffield","E08000019","Upper tier local authority","2020-02-29",1,1
"6741","Northamptonshire","E10000021","Upper tier local authority","2020-02-29",1,1
"6742","Kingston upon Thames","E09000021","Upper tier local authority","2020-02-29",1,1
